,category,condition
149,H40.239,"Intermittent angleclosure glaucoma, unspecified eye"
150,H40.241,"Residual stage of angleclosure glaucoma, right eye"
151,H40.242,"Residual stage of angleclosure glaucoma, left eye"
152,H40.243,"Residual stage of angleclosure glaucoma, bilateral"
153,H40.249,"Residual stage of angleclosure glaucoma, unspecified eye"
154,H40.30X0,"Glaucoma secondary to eye trauma, unsp eye, stage unsp"
155,H40.30X1,"Glaucoma secondary to eye trauma, unsp eye, mild stage"
156,H40.30X2,"Glaucoma secondary to eye trauma, unsp eye, moderate stage"
157,H40.30X3,"Glaucoma secondary to eye trauma, unsp eye, severe stage"
158,H40.30X4,"Glaucoma sec to eye trauma, unsp eye, indeterminate stage"
159,H40.31X0,"Glaucoma secondary to eye trauma, right eye, stage unsp"
160,H40.31X1,"Glaucoma secondary to eye trauma, right eye, mild stage"
161,H40.31X2,"Glaucoma secondary to eye trauma, right eye, moderate stage"
162,H40.31X3,"Glaucoma secondary to eye trauma, right eye, severe stage"
163,H40.31X4,"Glaucoma secondary to eye trauma, r eye, indeterminate stage"
164,H40.32X0,"Glaucoma secondary to eye trauma, left eye, stage unsp"
165,H40.32X1,"Glaucoma secondary to eye trauma, left eye, mild stage"
166,H40.32X2,"Glaucoma secondary to eye trauma, left eye, moderate stage"
167,H40.32X3,"Glaucoma secondary to eye trauma, left eye, severe stage"
168,H40.32X4,"Glaucoma sec to eye trauma, left eye, indeterminate stage"
169,H40.33X0,"Glaucoma secondary to eye trauma, bilateral, stage unsp"
170,H40.33X1,"Glaucoma secondary to eye trauma, bilateral, mild stage"
171,H40.33X2,"Glaucoma secondary to eye trauma, bilateral, moderate stage"
172,H40.33X3,"Glaucoma secondary to eye trauma, bilateral, severe stage"
173,H40.33X4,"Glaucoma secondary to eye trauma, bi, indeterminate stage"
174,H40.40X0,"Glaucoma secondary to eye inflammation, unsp eye, stage unsp"
175,H40.40X1,"Glaucoma secondary to eye inflammation, unsp eye, mild stage"
176,H40.40X2,"Glaucoma secondary to eye inflam, unsp eye, moderate stage"
177,H40.40X3,"Glaucoma secondary to eye inflam, unsp eye, severe stage"
178,H40.40X4,"Glaucoma sec to eye inflam, unsp eye, indeterminate stage"
179,H40.41X0,"Glaucoma secondary to eye inflam, right eye, stage unsp"
180,H40.41X1,"Glaucoma secondary to eye inflam, right eye, mild stage"
181,H40.41X2,"Glaucoma secondary to eye inflam, right eye, moderate stage"
182,H40.41X3,"Glaucoma secondary to eye inflam, right eye, severe stage"
183,H40.41X4,"Glaucoma secondary to eye inflam, r eye, indeterminate stage"
184,H40.42X0,"Glaucoma secondary to eye inflammation, left eye, stage unsp"
185,H40.42X1,"Glaucoma secondary to eye inflammation, left eye, mild stage"
186,H40.42X2,"Glaucoma secondary to eye inflam, left eye, moderate stage"
187,H40.42X3,"Glaucoma secondary to eye inflam, left eye, severe stage"
188,H40.42X4,"Glaucoma sec to eye inflam, left eye, indeterminate stage"
189,H40.43X0,"Glaucoma secondary to eye inflam, bilateral, stage unsp"
190,H40.43X1,"Glaucoma secondary to eye inflam, bilateral, mild stage"
191,H40.43X2,"Glaucoma secondary to eye inflam, bilateral, moderate stage"
192,H40.43X3,"Glaucoma secondary to eye inflam, bilateral, severe stage"
193,H40.43X4,"Glaucoma secondary to eye inflam, bi, indeterminate stage"
194,H40.50X0,"Glaucoma secondary to oth eye disord, unsp eye, stage unsp"
195,H40.50X1,"Glaucoma secondary to oth eye disord, unsp eye, mild stage"
196,H40.50X2,"Glaucoma sec to oth eye disord, unsp eye, moderate stage"
197,H40.50X3,"Glaucoma secondary to oth eye disord, unsp eye, severe stage"
198,H40.50X4,"Glaucoma sec to oth eye disord, unsp eye, indeterminate stg"
199,H40.51X0,"Glaucoma secondary to oth eye disord, right eye, stage unsp"
200,H40.51X1,"Glaucoma secondary to oth eye disord, right eye, mild stage"
201,H40.51X2,"Glaucoma secondary to oth eye disord, r eye, moderate stage"
202,H40.51X3,"Glaucoma secondary to oth eye disord, r eye, severe stage"
203,H40.51X4,"Glaucoma sec to oth eye disord, r eye, indeterminate stage"
204,H40.52X0,"Glaucoma secondary to oth eye disord, left eye, stage unsp"
205,H40.52X1,"Glaucoma secondary to oth eye disord, left eye, mild stage"
206,H40.52X2,"Glaucoma sec to oth eye disord, left eye, moderate stage"
207,H40.52X3,"Glaucoma secondary to oth eye disord, left eye, severe stage"
208,H40.52X4,"Glaucoma sec to oth eye disord, l eye, indeterminate stage"
209,H40.53X0,"Glaucoma secondary to oth eye disorders, bi, stage unsp"
210,H40.53X1,"Glaucoma secondary to oth eye disorders, bi, mild stage"
211,H40.53X2,"Glaucoma secondary to oth eye disorders, bi, moderate stage"
212,H40.53X3,"Glaucoma secondary to oth eye disorders, bi, severe stage"
213,H40.53X4,"Glaucoma sec to oth eye disord, bi, indeterminate stage"
214,H40.60X0,"Glaucoma secondary to drugs, unsp eye, stage unspecified"
215,H40.60X1,"Glaucoma secondary to drugs, unspecified eye, mild stage"
216,H40.60X2,"Glaucoma secondary to drugs, unspecified eye, moderate stage"
217,H40.60X3,"Glaucoma secondary to drugs, unspecified eye, severe stage"
218,H40.60X4,"Glaucoma secondary to drugs, unsp eye, indeterminate stage"
219,H40.61X0,"Glaucoma secondary to drugs, right eye, stage unspecified"
220,H40.61X1,"Glaucoma secondary to drugs, right eye, mild stage"
221,H40.61X2,"Glaucoma secondary to drugs, right eye, moderate stage"
222,H40.61X3,"Glaucoma secondary to drugs, right eye, severe stage"
223,H40.61X4,"Glaucoma secondary to drugs, right eye, indeterminate stage"
224,H40.62X0,"Glaucoma secondary to drugs, left eye, stage unspecified"
225,H40.62X1,"Glaucoma secondary to drugs, left eye, mild stage"
226,H40.62X2,"Glaucoma secondary to drugs, left eye, moderate stage"
227,H40.62X3,"Glaucoma secondary to drugs, left eye, severe stage"
228,H40.62X4,"Glaucoma secondary to drugs, left eye, indeterminate stage"
229,H40.63X0,"Glaucoma secondary to drugs, bilateral, stage unspecified"
230,H40.63X1,"Glaucoma secondary to drugs, bilateral, mild stage"
231,H40.63X2,"Glaucoma secondary to drugs, bilateral, moderate stage"
232,H40.63X3,"Glaucoma secondary to drugs, bilateral, severe stage"
233,H40.63X4,"Glaucoma secondary to drugs, bilateral, indeterminate stage"
234,H40.811,"Glaucoma w increased episcleral venous pressure, right eye"
235,H40.812,"Glaucoma with increased episcleral venous pressure, left eye"
236,H40.813,"Glaucoma w increased episcleral venous pressure, bilateral"
237,H40.819,"Glaucoma with increased episcleral venous pressure, unsp eye"
238,H40.821,"Hypersecretion glaucoma, right eye"
239,H40.822,"Hypersecretion glaucoma, left eye"
240,H40.823,"Hypersecretion glaucoma, bilateral"
241,H40.829,"Hypersecretion glaucoma, unspecified eye"
242,H40.831,"Aqueous misdirection, right eye"
243,H40.832,"Aqueous misdirection, left eye"
244,H40.833,"Aqueous misdirection, bilateral"
245,H40.839,"Aqueous misdirection, unspecified eye"
246,H40.89,Other specified glaucoma
247,H40.9,Unspecified glaucoma
248,Glaucoma in diseases classified elsewhere (H42),H42  Glaucoma in diseases classified elsewhere
249,H42,Glaucoma in diseases classified elsewhere
