,category,condition
60,D44.0,Neoplasm of uncertain behavior of thyroid gland
61,D44.10,Neoplasm of uncertain behavior of unspecified adrenal gland
62,D44.11,Neoplasm of uncertain behavior of right adrenal gland
63,D44.12,Neoplasm of uncertain behavior of left adrenal gland
64,D44.2,Neoplasm of uncertain behavior of parathyroid gland
65,D44.3,Neoplasm of uncertain behavior of pituitary gland
66,D44.4,Neoplasm of uncertain behavior of craniopharyngeal duct
67,D44.5,Neoplasm of uncertain behavior of pineal gland
68,D44.6,Neoplasm of uncertain behavior of carotid body
69,D44.7,Neoplasm of uncrt behav of aortic body and oth paraganglia
70,D44.9,Neoplasm of uncertain behavior of unsp endocrine gland
71,Polycythemia vera (D45),D45  Polycythemia vera
72,D45,Polycythemia vera
73,D46.0,"Refractory anemia without ring sideroblasts, so stated"
74,D46.1,Refractory anemia with ring sideroblasts
75,D46.20,"Refractory anemia with excess of blasts, unspecified"
76,D46.21,Refractory anemia with excess of blasts 1
77,D46.22,Refractory anemia with excess of blasts 2
78,D46.4,"Refractory anemia, unspecified"
79,D46.9,"Myelodysplastic syndrome, unspecified"
80,D46.A,Refractory cytopenia with multilineage dysplasia
81,D46.B,Refract cytopenia w multilin dysplasia and ring sideroblasts
82,D46.C,Myelodysplastic syndrome w isolated del(5q) chromsoml abnlt
83,D46.Z,Other myelodysplastic syndromes
84,D47.01,Cutaneous mastocytosis
85,D47.02,Systemic mastocytosis
86,D47.09,Other mast cell neoplasms of uncertain behavior
87,D47.1,Chronic myeloproliferative disease
88,D47.2,Monoclonal gammopathy
89,D47.3,Essential (hemorrhagic) thrombocythemia
90,D47.4,Osteomyelofibrosis
91,D47.9,"Neoplm of uncrt behav of lymphoid,hematpoetc & rel tiss,unsp"
92,D47.Z1,Posttransplant lymphoproliferative disorder (PTLD)
93,D47.Z2,Castleman disease
94,D47.Z9,"Oth neoplm of uncrt behav of lymphoid, hematpoetc & rel tiss"
95,D48.0,Neoplasm of uncertain behavior of bone/artic cartl
96,D48.1,Neoplasm of uncertain behavior of connctv/soft tiss
97,D48.2,Neoplm of uncrt behav of prph nerves and autonm nervous sys
98,D48.3,Neoplasm of uncertain behavior of retroperitoneum
99,D48.4,Neoplasm of uncertain behavior of peritoneum
100,D48.5,Neoplasm of uncertain behavior of skin
101,D48.60,Neoplasm of uncertain behavior of unspecified breast
102,D48.61,Neoplasm of uncertain behavior of right breast
103,D48.62,Neoplasm of uncertain behavior of left breast
104,D48.7,Neoplasm of uncertain behavior of other specified sites
105,D48.9,"Neoplasm of uncertain behavior, unspecified"
